Iteration,Hg,Hp,Ht,Hr,Sc,dist_sum
0,8.76165,2.2929562499999987,8.5103578125,2.9215125,-0.07825276350759802,0.0
1,8.62130532214462,2.150645623542464,8.365862596096235,2.910146303642464,-0.08045918381686751,0.026290007259161034
2,8.510767445099585,2.035298727594839,8.251431483228144,2.9026751471948393,-0.08272510529274585,0.05273079265210808
3,8.42800353167052,1.9494587972600426,8.168162082478377,2.892757329360043,-0.0868388626165858,0.07923453721623641
4,8.356586855173624,1.8738033150063815,8.096174510299054,2.8829684326063814,-0.0958670204173363,0.10563725918974262
5,8.265792850365061,1.7868156419650636,8.009088256665057,2.862118621965062,-0.10346594444346191,0.13202196456487988
6,8.167852654993688,1.682507892158487,7.905611227120088,2.860720876558487,-0.10184707450707292,0.15840523478519292
7,8.106885377668727,1.624396459748479,7.847189566108909,2.843681295448478,-0.11497606175682096,0.18466698588868385
8,8.004503902604705,1.5180972975844558,7.74305885636989,2.8349246099844563,-0.11404241255970782,0.21070745755069983
9,7.928029781072065,1.43275630424172,7.663859888694823,2.830824307441718,-0.1189347407477861,0.23659617992849324
10,7.823668376998561,1.3260691657509884,7.555617785434239,2.8251196157509857,-0.11821359509362278,0.2622725516643266
11,7.75018358034684,1.253951329704523,7.4820452683285765,2.8132278168045213,-0.12501329030041508,0.28759926255199963
12,7.700907937946661,1.2036475071839428,7.433540761018698,2.80276710318394,-0.13608997912567528,0.31256092769110233
13,7.598286185750068,1.098301811573194,7.329211966382722,2.7945409321731915,-0.1363266914513554,0.3371386028538963
14,7.53348494002921,1.034400311419778,7.267485911486283,2.7798776750197756,-0.14228296737018453,0.3615058916612544
15,7.469310589447767,0.9670117028537362,7.19728475439329,2.7786356353537327,-0.14932462235719818,0.38551078025216057
16,7.38397222612035,0.8804830190919828,7.112839131391622,2.7677084342919804,-0.14901244572532013,0.4093222281014917
17,7.316741333671446,0.8121985910649254,7.046398390626338,2.757282331164921,-0.15416167774769457,0.43298807936867506
18,7.231022665943253,0.7216892894892242,6.959585198283772,2.751185662689221,-0.15215412170064152,0.45648151391821845
19,7.145555489512343,0.6336416710262129,6.868553353376939,2.7484295078262084,-0.15540174186395622,0.4799416657080787
20,7.098550857021216,0.5832855305011402,6.822187351911273,2.739927860501135,-0.16505015603653772,0.503448275626633
21,7.046179112130963,0.5311766115012853,6.767743487603219,2.73328587700128,-0.1741418358868509,0.5270262914341595
22,6.957946730109962,0.4435487663358364,6.678120202940553,2.7248398839358314,-0.17200226637898736,0.5505988895686017
23,6.906257938259623,0.39379149171434213,6.627795273168582,2.713932117914337,-0.1814331371794406,0.5742231077777281
24,6.8114282985909735,0.299570157952886,6.535321904069537,2.699322582752881,-0.18237424739302288,0.5979933435714919
25,6.724041141599552,0.21039445961794678,6.441776153085755,2.698283584617941,-0.1808554951254397,0.6219314227664184
26,6.648106059651665,0.13664593285721316,6.367951154747502,2.6833001180572085,-0.18421877891629407,0.6459350192730494
27,6.595570452488299,0.08203668594507052,6.315095777395718,2.676619546045065,-0.18633523696175408,0.670195406626737
28,6.550109642186995,0.02963106840841334,6.266406072520931,2.675575613208407,-0.19301405854407222,0.6943089687017175
29,6.49255018523723,-0.02974244972013751,6.208332161455253,2.668027697679856,-0.19767531721202708,0.7183703863636087
30,6.466356859213724,-0.05596923779938656,6.180288931973557,2.665055272200606,-0.2081046588382119,0.742276302133507
31,6.390209651662131,-0.13212030915835227,6.100394622277493,2.662306423641641,-0.20500723483957078,0.7660422635886861
32,6.340178877064251,-0.1835455660732328,6.053284709417363,2.651277056326761,-0.2095904739793521,0.7897731462359877
33,6.293957411914499,-0.23054076822170977,6.004831047016653,2.6459110152782834,-0.21849995807846978,0.8132500825379552
34,6.2377185658207095,-0.2905336583170779,5.944845233924049,2.645471129282915,-0.2201033761990171,0.8365077437629775
35,6.188148003109966,-0.34283612367209637,5.894511098196512,2.6404528788278965,-0.22546571830135825,0.8595423375152754
36,6.119120241409405,-0.4091748342494277,5.826279048153529,2.630464353750565,-0.22517251524864296,0.8824171785361453
37,6.050900276837897,-0.4797975087918648,5.756111116060217,2.627394006208127,-0.22279190751438072,0.9051827103227674
38,5.99824130694036,-0.5314776903988014,5.7036555549447305,2.6179725528011915,-0.22792509303044511,0.927820650437478
