Iteration,Hg,Hp,Ht,Hr,Sc,dist_sum
0,1.376900000000003,-4.623099999999999,0.7958328125000013,1.2066562500000027,-1.9861298811395929,0.0
1,1.3672579255598865,-4.632742074440116,0.788098870900312,1.1979468776598863,-2.003239349041201,0.04238548141828643
2,1.3387750891070236,-4.661224910892978,0.7635369822826495,1.1869978331070234,-2.0190803488224196,0.08497228241891987
3,1.2962431535487373,-4.703756846451263,0.7190493714801273,1.1783976127487374,-2.0336573770735296,0.12768260708849266
4,1.284993985652303,-4.715006014347698,0.711287467814005,1.1678041973200601,-2.0519469396442513,0.17052432552066515
5,1.2663755694522016,-4.7336244305478,0.6958849905414413,1.1572837614405562,-2.0678086858383438,0.21341111632389398
6,1.2560855963613207,-4.74391440363868,0.6895951200530406,1.147579179182989,-2.084487771668293,0.25579654148555714
7,1.2070811441827278,-4.792918855817273,0.6397507773381028,1.1385295073619055,-2.0961172878140633,0.2983655932112839
8,1.1975816504330477,-4.802418349566954,0.634055370267993,1.1292659256916342,-2.1120995280493626,0.33863853843984565
9,1.1885944340437682,-4.811405565956233,0.6283639723308132,1.120510394581205,-2.127584000997622,0.37833335848542476
10,1.1804854848299386,-4.819514515170062,0.6213800023087643,1.1126313751242367,-2.143451700395078,0.41807665005381217
11,1.1560132741577611,-4.843986725842241,0.5960203221786208,1.1045037783039466,-2.158262495609916,0.4574779457026667
12,1.1293196363335782,-4.870680363666422,0.5723892452469793,1.095189811468551,-2.171660653730502,0.49600269708949135
13,1.12108362250717,-4.878916377492832,0.566554062841319,1.087027518686567,-2.186726532136257,0.5341429619311471
14,1.1134775201037042,-4.886522479896297,0.560919423659961,1.0794950158500594,-2.2013056007849596,0.5724951658798306
15,1.1049759568137856,-4.895024043186216,0.555925281488902,1.0710666207126014,-2.215886961774483,0.6111880920365772
16,1.0973435932194302,-4.9026564067805705,0.5487467056692904,1.0635057990027208,-2.2315552253764652,0.6499007288153114
17,1.072056338463473,-4.927943661536528,0.525550016402814,1.054837578141015,-2.2448635939139585,0.6888203169047643
18,1.0650603997320038,-4.934939600267998,0.5197144952936033,1.04786865956149,-2.259299411793205,0.7271952822743137
19,1.0590406097664453,-4.940959390233555,0.5131796502504264,1.0418763278602805,-2.27377007797992,0.7658452206458034
20,1.0485573708175593,-4.951442629182442,0.5099213341031693,1.0314199374817157,-2.288186746282822,0.8045315270801346
21,1.040376159265092,-4.959623840734909,0.5050867504248165,1.023265417043904,-2.302558784312775,0.843435221191755
22,1.0162639907227107,-4.9837360092772895,0.4797965916401131,1.0162639907227107,-2.3160532856412765,0.8820019226916265
23,1.0081816355252284,-4.9918183644747725,0.4754337179051973,1.0081816355252284,-2.329796206573967,0.9195700022275318
24,1.0019124578812035,-4.998087542118798,0.4693431213817634,1.0019124578812035,-2.3437695624090793,0.9569171624516456
25,0.9928791631774467,-5.007120836822555,0.4659376812084759,0.9928791631774467,-2.357202404901951,0.994266285162032
26,0.9863991633638706,-5.01360083663613,0.46054424090746676,0.9863991633638706,-2.370716018287587,1.0318202312995517
27,0.9795538488233551,-5.020446151176646,0.45585702143983353,0.9795538488233551,-2.3838548175846217,1.0690607892419628
28,0.9724376311779405,-5.027562368822061,0.4514896039928273,0.9724376311779405,-2.396853159040104,1.1062321579069618
29,0.9669398102819912,-5.03306018971801,0.4461021061721837,0.9669398102819912,-2.409669949582986,1.1429091643106775
30,0.9595481901370011,-5.040451809863001,0.44224544013926254,0.9595481901370011,-2.4222995512671694,1.1795875356343601
31,0.9519782892737055,-5.048021710726295,0.4387324799271508,0.9519782892737055,-2.4346433028237167,1.2158149674758247
32,0.9447456996636874,-5.055254300336314,0.4350438660877177,0.9447456996636874,-2.446885201870321,1.2522111892597405
33,0.9375686177844048,-5.062431382215597,0.4315023144110238,0.9375686177844048,-2.4588659846089014,1.2881333443832033
34,0.9302378760081782,-5.069762123991823,0.42816133360648406,0.9302378760081782,-2.470725836536238,1.3240414191158845
35,0.9231031289616494,-5.076896871038352,0.4248538480185563,0.9231031289616494,-2.4823576364752427,1.3597540773698134
36,0.9157953632376937,-5.084204636762308,0.4218405764738766,0.9157953632376937,-2.4937905221245207,1.3953119377160594
37,0.9097259717248131,-5.0902740282751875,0.41820436308716297,0.9097259717248131,-2.5048930329554113,1.4304395415130988
38,0.9027964379071013,-5.0972035620929,0.41541654093803393,0.9027964379071013,-2.5156876204384075,1.4650051445793226
39,0.8955401554493989,-5.104459844550601,0.41298971365968346,0.8955401554493989,-2.526338447040103,1.4994751644058726
40,0.8885236429807118,-5.111476357019289,0.41055813773728117,0.8885236429807118,-2.536776510170476,1.5335560803715187
41,0.8823060190963636,-5.1176939809036375,0.4077615087039561,0.8823060190963636,-2.5469239847373264,1.567222719385342
42,0.8772038923585191,-5.122796107641482,0.40431950242834774,0.8772038923585191,-2.5568872706754195,1.6006705386378666
43,0.8707019580638707,-5.12929804193613,0.4020141774459366,0.8707019580638707,-2.566671278432284,1.6340404001689406
44,0.8656534719810555,-5.134346528018946,0.3989101443320895,0.8656534719810555,-2.5760932640935565,1.6668279429175454
45,0.8591943765540454,-5.140805623445956,0.3969998141764975,0.8591943765540454,-2.5852379041106004,1.6990372634140147
46,0.8541744215497544,-5.145825578450246,0.3941472572711273,0.8541744215497544,-2.5942831629600196,1.731288582510985
47,0.8498393796895333,-5.150160620310468,0.39100475507230126,0.8498393796895333,-2.603073676316436,1.7630207809582927
