Iteration,Hg,Hp,Ht,Hr,Sc,dist_sum
0,5.727912500000001,-0.2720874999999988,5.727912500000001,2.295581250000002,-0.2432169032648378,0.0
1,5.634802035219403,-0.3651979647805993,5.634802035219403,2.2853441215194024,-0.23863402669496636,0.022839655477743293
2,5.566131032700916,-0.4338689672990844,5.566131032700916,2.2769091203009157,-0.24170636975058563,0.045311247567096785
3,5.49997883702448,-0.5000211629755207,5.49997883702448,2.2657276846244794,-0.2460225207057214,0.06751364061297818
4,5.445076069754384,-0.5549239302456188,5.445076069754384,2.255019609354382,-0.25470430320655985,0.0896739193146175
5,5.376534970520938,-0.6234650294790635,5.376534970520938,2.2471592155209366,-0.2594064321380256,0.11189711306221449
6,5.348613335562475,-0.6513866644375259,5.348613335562475,2.239473398362474,-0.2713926734938207,0.13413643730462682
7,5.312220661396727,-0.6877793386032749,5.312220661396727,2.231912217696725,-0.28073880147473695,0.15635875517476486
8,5.2683715472398855,-0.7316284527601153,5.2683715472398855,2.2243531732398845,-0.28759592204521994,0.1788142537385608
9,5.221706368683122,-0.7782936313168782,5.221706368683122,2.2169307769831215,-0.2942167590751835,0.20116893850350756
10,5.139091625636519,-0.8609083743634818,5.139091625636519,2.207742645636517,-0.2931276106829675,0.22342860440815815
11,5.112131087882091,-0.8878689121179104,5.112131087882091,2.1990541526820886,-0.30896537471676744,0.24570869041225296
12,5.037751236092604,-0.9622487639073967,5.037751236092604,2.191921261292602,-0.30757037577890795,0.2680146958816819
13,4.99182194484278,-1.0081780551572217,4.99182194484278,2.1829674648427773,-0.3135496342901869,0.29024033577648445
14,4.945013006027519,-1.0549869939724812,4.945013006027519,2.1741278192275177,-0.31931391496449607,0.3123585148048172
15,4.889667341968997,-1.1103326580310033,4.889667341968997,2.1654318594689954,-0.3223176290199104,0.33432245921761516
16,4.850566595225477,-1.1494334047745252,4.850566595225477,2.1586505024254734,-0.33018045243357363,0.3562324567842876
17,4.801892947376379,-1.1981070526236222,4.801892947376379,2.1519557883763762,-0.3353910948934591,0.3779800016106889
